Running benchmark 638 with O3
Check determinism flag for 638/wand/magick-property.bc
Change in queries per pass for 638/wand/magick-property.bc
Pass 42GVNPass in 638/magick/image.bc is non-deterministic (missing pass)
Pass 43GVNPass in 638/magick/image.bc is non-deterministic (missing pass)
Pass 100LICMPass in 638/magick/image.bc is non-deterministic
NoAlias: 4 vs 13
MayAlias: 0 vs 0
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 44GVNPass in 638/magick/image.bc is non-deterministic (missing pass)
Pass 45GVNPass in 638/magick/image.bc is non-deterministic (missing pass)
Pass 45DSEPass in 638/magick/image.bc is non-deterministic
NoAlias: 48 vs 49
MayAlias: 0 vs 0
MustAlias: 2 vs 3
PartialAlias: 0 vs 0
Pass 47GVNPass in 638/magick/image.bc is non-deterministic (missing pass)
Pass 106LICMPass in 638/magick/image.bc is non-deterministic
NoAlias: 5 vs 14
MayAlias: 0 vs 0
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 49GVNPass in 638/magick/image.bc is non-deterministic (missing pass)
Pass 49DSEPass in 638/magick/image.bc is non-deterministic
NoAlias: 43 vs 44
MayAlias: 3 vs 3
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 50GVNPass in 638/magick/image.bc is non-deterministic (missing pass)
Pass 51GVNPass in 638/magick/image.bc is non-deterministic (missing pass)
Pass 53GVNPass in 638/magick/image.bc is non-deterministic (missing pass)
Pass 54GVNPass in 638/magick/image.bc is non-deterministic (missing pass)
Pass 55GVNPass in 638/magick/image.bc is non-deterministic (missing pass)
Pass 15LoopVectorizePass in 638/magick/image.bc is non-deterministic
NoAlias: 29 vs 32
MayAlias: 16 vs 16
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 15SLPVectorizerPass in 638/magick/image.bc is non-deterministic
NoAlias: 9 vs 16
MayAlias: 31 vs 31
MustAlias: 2 vs 2
PartialAlias: 0 vs 0
Pass 17SLPVectorizerPass in 638/magick/image.bc is non-deterministic
NoAlias: 319 vs 320
MayAlias: 212 vs 212
MustAlias: 1 vs 1
PartialAlias: 1 vs 1
Pass 215LICMPass in 638/magick/image.bc is non-deterministic
NoAlias: 0 vs 0
MayAlias: 3 vs 4
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 216LICMPass in 638/magick/image.bc is non-deterministic
NoAlias: 0 vs 0
MayAlias: 1 vs 2
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 212InstCombinePass in 638/magick/image.bc is non-deterministic (new pass)
Pass 213InstCombinePass in 638/magick/image.bc is non-deterministic (new pass)
Pass 99LICMPass in 638/magick/image.bc is non-deterministic (new pass)
Pass 105LICMPass in 638/magick/image.bc is non-deterministic (new pass)
Pass 371InstCombinePass in 638/magick/image.bc is non-deterministic (new pass)
Pass 372InstCombinePass in 638/magick/image.bc is non-deterministic (new pass)
Pass 373InstCombinePass in 638/magick/image.bc is non-deterministic (new pass)
Pass 34SLPVectorizerPass in 638/magick/image.bc is non-deterministic (new pass)
Check determinism flag for 638/magick/effect.bc
Change in hash for 638/magick/effect.bc
Hash: cb456b4abfd4246bc0ffc6faedc1e1a07c2965e4 vs 8cf08078a18749b1bc712eb8524085f8dc5ab635
Change in queries per pass for 638/magick/effect.bc
Pass 0GVNPass in 638/magick/effect.bc is non-deterministic (missing pass)
Pass 1GVNPass in 638/magick/effect.bc is non-deterministic (missing pass)
Pass 6GVNPass in 638/magick/effect.bc is non-deterministic (missing pass)
Pass 7GVNPass in 638/magick/effect.bc is non-deterministic (missing pass)
Pass 9GVNPass in 638/magick/effect.bc is non-deterministic (missing pass)
Pass 11GVNPass in 638/magick/effect.bc is non-deterministic (missing pass)
Pass 14GVNPass in 638/magick/effect.bc is non-deterministic (missing pass)
Pass 15GVNPass in 638/magick/effect.bc is non-deterministic (missing pass)
Pass 16GVNPass in 638/magick/effect.bc is non-deterministic (missing pass)
Pass 17GVNPass in 638/magick/effect.bc is non-deterministic (missing pass)
Pass 17DSEPass in 638/magick/effect.bc is non-deterministic
NoAlias: 34 vs 35
MayAlias: 9 vs 9
MustAlias: 0 vs 1
PartialAlias: 0 vs 0
Pass 375LICMPass in 638/magick/effect.bc is non-deterministic
NoAlias: 21 vs 31
MayAlias: 2 vs 2
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 19GVNPass in 638/magick/effect.bc is non-deterministic (missing pass)
Pass 21GVNPass in 638/magick/effect.bc is non-deterministic (missing pass)
Pass 23GVNPass in 638/magick/effect.bc is non-deterministic (missing pass)
Pass 401LICMPass in 638/magick/effect.bc is non-deterministic
NoAlias: 0 vs 7
MayAlias: 5 vs 5
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 25GVNPass in 638/magick/effect.bc is non-deterministic (missing pass)
Pass 30GVNPass in 638/magick/effect.bc is non-deterministic (missing pass)
Pass 31GVNPass in 638/magick/effect.bc is non-deterministic (missing pass)
Pass 32GVNPass in 638/magick/effect.bc is non-deterministic (missing pass)
Pass 33GVNPass in 638/magick/effect.bc is non-deterministic (missing pass)
Pass 34GVNPass in 638/magick/effect.bc is non-deterministic (missing pass)
Pass 474LICMPass in 638/magick/effect.bc is non-deterministic
NoAlias: 0 vs 7
MayAlias: 3 vs 3
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 475LICMPass in 638/magick/effect.bc is non-deterministic
NoAlias: 26 vs 27
MayAlias: 8 vs 8
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 36GVNPass in 638/magick/effect.bc is non-deterministic (missing pass)
Pass 36DSEPass in 638/magick/effect.bc is non-deterministic
NoAlias: 28 vs 28
MayAlias: 7 vs 7
MustAlias: 0 vs 1
PartialAlias: 0 vs 0
Pass 38GVNPass in 638/magick/effect.bc is non-deterministic (missing pass)
Pass 606LICMPass in 638/magick/effect.bc is non-deterministic
NoAlias: 26 vs 32
MayAlias: 0 vs 0
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 631LICMPass in 638/magick/effect.bc is non-deterministic
NoAlias: 0 vs 8
MayAlias: 2 vs 2
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 666LICMPass in 638/magick/effect.bc is non-deterministic
NoAlias: 0 vs 2
MayAlias: 5 vs 5
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 701LICMPass in 638/magick/effect.bc is non-deterministic
NoAlias: 0 vs 6
MayAlias: 1 vs 1
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 36LICMPass in 638/magick/effect.bc is non-deterministic (new pass)
Pass 73LICMPass in 638/magick/effect.bc is non-deterministic (new pass)
Pass 237LICMPass in 638/magick/effect.bc is non-deterministic (new pass)
Pass 374LICMPass in 638/magick/effect.bc is non-deterministic (new pass)
Pass 400LICMPass in 638/magick/effect.bc is non-deterministic (new pass)
Pass 440LICMPass in 638/magick/effect.bc is non-deterministic (new pass)
Pass 473LICMPass in 638/magick/effect.bc is non-deterministic (new pass)
Pass 560LICMPass in 638/magick/effect.bc is non-deterministic (new pass)
Check determinism flag for 638/magick/montage.bc
Change in hash for 638/magick/montage.bc
Hash: e33a9e7db96f80be93782cb3e5c01aedb9dcfb69 vs 6cf788601bf96b377a96d60143bebd902ead7149
Change in queries per pass for 638/magick/montage.bc
Pass 0GVNPass in 638/magick/montage.bc is non-deterministic (missing pass)
Pass 1GVNPass in 638/magick/montage.bc is non-deterministic (missing pass)
Pass 2GVNPass in 638/magick/montage.bc is non-deterministic (missing pass)
Pass 3GVNPass in 638/magick/montage.bc is non-deterministic (missing pass)
Pass 4GVNPass in 638/magick/montage.bc is non-deterministic (missing pass)
Pass 7GVNPass in 638/magick/montage.bc is non-deterministic (missing pass)
Pass 18EarlyCSEPass in 638/magick/montage.bc is non-deterministic
NoAlias: 61 vs 61
MayAlias: 6 vs 6
MustAlias: 3 vs 4
PartialAlias: 0 vs 0
Pass 8GVNPass in 638/magick/montage.bc is non-deterministic (missing pass)
Pass 8DSEPass in 638/magick/montage.bc is non-deterministic
NoAlias: 150 vs 194
MayAlias: 3 vs 2
MustAlias: 1 vs 4
PartialAlias: 0 vs 0
Pass 24LICMPass in 638/magick/montage.bc is non-deterministic (missing pass)
Pass 27LICMPass in 638/magick/montage.bc is non-deterministic
NoAlias: 54 vs 70
MayAlias: 4 vs 4
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 28LICMPass in 638/magick/montage.bc is non-deterministic
NoAlias: 260 vs 3
MayAlias: 10 vs 1
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 4SLPVectorizerPass in 638/magick/montage.bc is non-deterministic
NoAlias: 3 vs 4
MayAlias: 4 vs 4
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 34LICMPass in 638/magick/montage.bc is non-deterministic
NoAlias: 3 vs 0
MayAlias: 1 vs 2
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 37LICMPass in 638/magick/montage.bc is non-deterministic
NoAlias: 4 vs 16
MayAlias: 4 vs 4
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 38LICMPass in 638/magick/montage.bc is non-deterministic
NoAlias: 2 vs 0
MayAlias: 10 vs 1
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Check determinism flag for 638/magick/prepress.bc
Change in queries per pass for 638/magick/prepress.bc
Pass 0GVNPass in 638/magick/prepress.bc is non-deterministic (missing pass)
Check determinism flag for 638/magick/timer.bc
Change in hash for 638/magick/timer.bc
Hash: 06ac73c3b7075b20386b43cf1d2f8d8bcbfdd306 vs 3037576fe7e1f633f1b1c3865d205ca8519fb539
Change in queries per pass for 638/magick/timer.bc
Pass 2GVNPass in 638/magick/timer.bc is non-deterministic (missing pass)
Pass 5GVNPass in 638/magick/timer.bc is non-deterministic (missing pass)
Pass 5DSEPass in 638/magick/timer.bc is non-deterministic
NoAlias: 4 vs 6
MayAlias: 0 vs 0
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 7GVNPass in 638/magick/timer.bc is non-deterministic (missing pass)
Pass 7DSEPass in 638/magick/timer.bc is non-deterministic
NoAlias: 10 vs 14
MayAlias: 0 vs 0
MustAlias: 1 vs 1
PartialAlias: 0 vs 0
Pass 8GVNPass in 638/magick/timer.bc is non-deterministic (missing pass)
Pass 8DSEPass in 638/magick/timer.bc is non-deterministic
NoAlias: 12 vs 16
MayAlias: 0 vs 0
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 9GVNPass in 638/magick/timer.bc is non-deterministic (missing pass)
Pass 9DSEPass in 638/magick/timer.bc is non-deterministic
NoAlias: 12 vs 16
MayAlias: 0 vs 0
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 10GVNPass in 638/magick/timer.bc is non-deterministic (missing pass)
Pass 10DSEPass in 638/magick/timer.bc is non-deterministic
NoAlias: 17 vs 25
MayAlias: 0 vs 0
MustAlias: 3 vs 3
PartialAlias: 0 vs 0
Check determinism flag for 638/magick/list.bc
Change in hash for 638/magick/list.bc
Hash: 333f41a31cd8b364d91a0ae50bd7fdcbf0f4fff0 vs 5e66aac6d03e42951d7a2e4fd90c2767d2ae8960
Change in queries per pass for 638/magick/list.bc
Pass 2GVNPass in 638/magick/list.bc is non-deterministic (missing pass)
Pass 3GVNPass in 638/magick/list.bc is non-deterministic (missing pass)
Pass 42InstCombinePass in 638/magick/list.bc is non-deterministic (missing pass)
Pass 3DSEPass in 638/magick/list.bc is non-deterministic
NoAlias: 4 vs 4
MayAlias: 10 vs 11
MustAlias: 0 vs 1
PartialAlias: 0 vs 0
Pass 4GVNPass in 638/magick/list.bc is non-deterministic (missing pass)
Pass 10JumpThreadingPass in 638/magick/list.bc is non-deterministic
NoAlias: 0 vs 1
MayAlias: 1 vs 1
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 5GVNPass in 638/magick/list.bc is non-deterministic (missing pass)
Pass 5DSEPass in 638/magick/list.bc is non-deterministic
NoAlias: 4 vs 5
MayAlias: 12 vs 8
MustAlias: 0 vs 1
PartialAlias: 0 vs 0
Pass 6GVNPass in 638/magick/list.bc is non-deterministic (missing pass)
Pass 9GVNPass in 638/magick/list.bc is non-deterministic (missing pass)
Pass 10GVNPass in 638/magick/list.bc is non-deterministic (missing pass)
Pass 10DSEPass in 638/magick/list.bc is non-deterministic
NoAlias: 1 vs 2
MayAlias: 3 vs 3
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 62LICMPass in 638/magick/list.bc is non-deterministic
NoAlias: 3 vs 3
MayAlias: 1 vs 2
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 11GVNPass in 638/magick/list.bc is non-deterministic (missing pass)
Pass 23JumpThreadingPass in 638/magick/list.bc is non-deterministic
NoAlias: 0 vs 1
MayAlias: 3 vs 3
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 11DSEPass in 638/magick/list.bc is non-deterministic
NoAlias: 14 vs 11
MayAlias: 17 vs 17
MustAlias: 0 vs 1
PartialAlias: 0 vs 0
Pass 90LICMPass in 638/magick/list.bc is non-deterministic
NoAlias: 1 vs 1
MayAlias: 2 vs 3
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 16GVNPass in 638/magick/list.bc is non-deterministic (missing pass)
Pass 17GVNPass in 638/magick/list.bc is non-deterministic (missing pass)
Pass 18GVNPass in 638/magick/list.bc is non-deterministic (missing pass)
Pass 18DSEPass in 638/magick/list.bc is non-deterministic
NoAlias: 7 vs 7
MayAlias: 10 vs 10
MustAlias: 0 vs 1
PartialAlias: 0 vs 0
Pass 19GVNPass in 638/magick/list.bc is non-deterministic (missing pass)
Pass 20GVNPass in 638/magick/list.bc is non-deterministic (missing pass)
Pass 21GVNPass in 638/magick/list.bc is non-deterministic (missing pass)
Pass 22GVNPass in 638/magick/list.bc is non-deterministic (missing pass)
Pass 23GVNPass in 638/magick/list.bc is non-deterministic (missing pass)
Pass 24GVNPass in 638/magick/list.bc is non-deterministic (missing pass)
Pass 53EarlyCSEPass in 638/magick/list.bc is non-deterministic
NoAlias: 9 vs 11
MayAlias: 4 vs 3
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 50JumpThreadingPass in 638/magick/list.bc is non-deterministic
NoAlias: 1 vs 1
MayAlias: 0 vs 1
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 25GVNPass in 638/magick/list.bc is non-deterministic (missing pass)
Pass 25DSEPass in 638/magick/list.bc is non-deterministic
NoAlias: 18 vs 23
MayAlias: 30 vs 26
MustAlias: 0 vs 1
PartialAlias: 0 vs 0
Pass 26GVNPass in 638/magick/list.bc is non-deterministic (missing pass)
Pass 27GVNPass in 638/magick/list.bc is non-deterministic (missing pass)
Pass 217LICMPass in 638/magick/list.bc is non-deterministic
NoAlias: 1 vs 1
MayAlias: 1 vs 2
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 227LICMPass in 638/magick/list.bc is non-deterministic
NoAlias: 1 vs 1
MayAlias: 2 vs 3
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 8JumpThreadingPass in 638/magick/list.bc is non-deterministic (new pass)
Pass 51JumpThreadingPass in 638/magick/list.bc is non-deterministic (new pass)
Check determinism flag for 638/magick/xml-tree.bc
Change in hash for 638/magick/xml-tree.bc
Hash: 270f37aa11ffb516fba73cfb7342007033b46533 vs 216e94621765b84385761f5da945ff4f89ffc536
Change in queries per pass for 638/magick/xml-tree.bc
Pass 1GVNPass in 638/magick/xml-tree.bc is non-deterministic (missing pass)
Pass 1DSEPass in 638/magick/xml-tree.bc is non-deterministic
NoAlias: 41 vs 43
MayAlias: 22 vs 22
MustAlias: 3 vs 3
PartialAlias: 1 vs 1
Pass 2GVNPass in 638/magick/xml-tree.bc is non-deterministic (missing pass)
Pass 3GVNPass in 638/magick/xml-tree.bc is non-deterministic (missing pass)
Pass 5GVNPass in 638/magick/xml-tree.bc is non-deterministic (missing pass)
Pass 6GVNPass in 638/magick/xml-tree.bc is non-deterministic (missing pass)
Pass 7GVNPass in 638/magick/xml-tree.bc is non-deterministic (missing pass)
Pass 8GVNPass in 638/magick/xml-tree.bc is non-deterministic (missing pass)
Pass 9GVNPass in 638/magick/xml-tree.bc is non-deterministic (missing pass)
Pass 79InstCombinePass in 638/magick/xml-tree.bc is non-deterministic
NoAlias: 0 vs 0
MayAlias: 8 vs 4
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 71LICMPass in 638/magick/xml-tree.bc is non-deterministic
NoAlias: 0 vs 0
MayAlias: 2 vs 3
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 80InstCombinePass in 638/magick/xml-tree.bc is non-deterministic
NoAlias: 0 vs 0
MayAlias: 9 vs 8
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 10GVNPass in 638/magick/xml-tree.bc is non-deterministic (missing pass)
Pass 52EarlyCSEPass in 638/magick/xml-tree.bc is non-deterministic
NoAlias: 2 vs 2
MayAlias: 4 vs 5
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 22JumpThreadingPass in 638/magick/xml-tree.bc is non-deterministic
NoAlias: 0 vs 0
MayAlias: 1 vs 2
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 91LICMPass in 638/magick/xml-tree.bc is non-deterministic
NoAlias: 0 vs 0
MayAlias: 2 vs 3
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 11GVNPass in 638/magick/xml-tree.bc is non-deterministic (missing pass)
Pass 103LICMPass in 638/magick/xml-tree.bc is non-deterministic
NoAlias: 0 vs 0
MayAlias: 2 vs 3
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 14GVNPass in 638/magick/xml-tree.bc is non-deterministic (missing pass)
Pass 15GVNPass in 638/magick/xml-tree.bc is non-deterministic (missing pass)
Pass 16GVNPass in 638/magick/xml-tree.bc is non-deterministic (missing pass)
Pass 17GVNPass in 638/magick/xml-tree.bc is non-deterministic (missing pass)
Pass 18GVNPass in 638/magick/xml-tree.bc is non-deterministic (missing pass)
Pass 19GVNPass in 638/magick/xml-tree.bc is non-deterministic (missing pass)
Pass 20GVNPass in 638/magick/xml-tree.bc is non-deterministic (missing pass)
Pass 21GVNPass in 638/magick/xml-tree.bc is non-deterministic (missing pass)
Pass 22GVNPass in 638/magick/xml-tree.bc is non-deterministic (missing pass)
Pass 24GVNPass in 638/magick/xml-tree.bc is non-deterministic (missing pass)
Pass 25GVNPass in 638/magick/xml-tree.bc is non-deterministic (missing pass)
Pass 25DSEPass in 638/magick/xml-tree.bc is non-deterministic
NoAlias: 10 vs 1
MayAlias: 7 vs 2
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 185LICMPass in 638/magick/xml-tree.bc is non-deterministic
NoAlias: 0 vs 2
MayAlias: 4 vs 4
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 26GVNPass in 638/magick/xml-tree.bc is non-deterministic (missing pass)
Pass 26DSEPass in 638/magick/xml-tree.bc is non-deterministic
NoAlias: 2 vs 3
MayAlias: 0 vs 0
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 27GVNPass in 638/magick/xml-tree.bc is non-deterministic (missing pass)
Pass 28GVNPass in 638/magick/xml-tree.bc is non-deterministic (missing pass)
Pass 29GVNPass in 638/magick/xml-tree.bc is non-deterministic (missing pass)
Pass 30GVNPass in 638/magick/xml-tree.bc is non-deterministic (missing pass)
Pass 163InstCombinePass in 638/magick/xml-tree.bc is non-deterministic
NoAlias: 0 vs 0
MayAlias: 6 vs 5
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 164InstCombinePass in 638/magick/xml-tree.bc is non-deterministic
NoAlias: 0 vs 0
MayAlias: 12 vs 10
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 31GVNPass in 638/magick/xml-tree.bc is non-deterministic (missing pass)
Pass 167InstCombinePass in 638/magick/xml-tree.bc is non-deterministic
NoAlias: 0 vs 0
MayAlias: 6 vs 5
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 226LICMPass in 638/magick/xml-tree.bc is non-deterministic
NoAlias: 0 vs 1
MayAlias: 13 vs 13
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 168InstCombinePass in 638/magick/xml-tree.bc is non-deterministic
NoAlias: 0 vs 0
MayAlias: 12 vs 10
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 32GVNPass in 638/magick/xml-tree.bc is non-deterministic (missing pass)
Pass 32DSEPass in 638/magick/xml-tree.bc is non-deterministic
NoAlias: 8 vs 11
MayAlias: 38 vs 39
MustAlias: 0 vs 1
PartialAlias: 0 vs 0
Pass 272LICMPass in 638/magick/xml-tree.bc is non-deterministic
NoAlias: 0 vs 0
MayAlias: 9 vs 8
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 33GVNPass in 638/magick/xml-tree.bc is non-deterministic (missing pass)
Pass 34GVNPass in 638/magick/xml-tree.bc is non-deterministic (missing pass)
Pass 179InstCombinePass in 638/magick/xml-tree.bc is non-deterministic
NoAlias: 0 vs 0
MayAlias: 4 vs 2
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 180InstCombinePass in 638/magick/xml-tree.bc is non-deterministic
NoAlias: 0 vs 0
MayAlias: 8 vs 4
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 35GVNPass in 638/magick/xml-tree.bc is non-deterministic (missing pass)
Pass 36GVNPass in 638/magick/xml-tree.bc is non-deterministic (missing pass)
Pass 37GVNPass in 638/magick/xml-tree.bc is non-deterministic (missing pass)
Pass 75JumpThreadingPass in 638/magick/xml-tree.bc is non-deterministic
NoAlias: 0 vs 0
MayAlias: 3 vs 2
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 38GVNPass in 638/magick/xml-tree.bc is non-deterministic (missing pass)
Pass 38DSEPass in 638/magick/xml-tree.bc is non-deterministic
NoAlias: 8 vs 25
MayAlias: 1 vs 0
MustAlias: 2 vs 2
PartialAlias: 0 vs 0
Pass 350LICMPass in 638/magick/xml-tree.bc is non-deterministic
NoAlias: 0 vs 0
MayAlias: 2 vs 3
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 378LICMPass in 638/magick/xml-tree.bc is non-deterministic
NoAlias: 0 vs 0
MayAlias: 7 vs 8
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 260InstCombinePass in 638/magick/xml-tree.bc is non-deterministic
NoAlias: 0 vs 0
MayAlias: 12 vs 10
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 261InstCombinePass in 638/magick/xml-tree.bc is non-deterministic
NoAlias: 0 vs 0
MayAlias: 6 vs 5
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 262InstCombinePass in 638/magick/xml-tree.bc is non-deterministic
NoAlias: 0 vs 0
MayAlias: 12 vs 10
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 263InstCombinePass in 638/magick/xml-tree.bc is non-deterministic
NoAlias: 0 vs 0
MayAlias: 12 vs 10
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 264InstCombinePass in 638/magick/xml-tree.bc is non-deterministic
NoAlias: 0 vs 0
MayAlias: 6 vs 5
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 265InstCombinePass in 638/magick/xml-tree.bc is non-deterministic
NoAlias: 0 vs 0
MayAlias: 12 vs 10
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 269InstCombinePass in 638/magick/xml-tree.bc is non-deterministic
NoAlias: 0 vs 0
MayAlias: 8 vs 4
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 270InstCombinePass in 638/magick/xml-tree.bc is non-deterministic
NoAlias: 0 vs 0
MayAlias: 4 vs 2
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 271InstCombinePass in 638/magick/xml-tree.bc is non-deterministic
NoAlias: 0 vs 0
MayAlias: 8 vs 4
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 421LICMPass in 638/magick/xml-tree.bc is non-deterministic
NoAlias: 0 vs 0
MayAlias: 5 vs 4
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 75InstCombinePass in 638/magick/xml-tree.bc is non-deterministic (new pass)
Pass 76InstCombinePass in 638/magick/xml-tree.bc is non-deterministic (new pass)
Pass 23JumpThreadingPass in 638/magick/xml-tree.bc is non-deterministic (new pass)
Pass 212InstCombinePass in 638/magick/xml-tree.bc is non-deterministic (new pass)
Pass 213InstCombinePass in 638/magick/xml-tree.bc is non-deterministic (new pass)
Pass 214InstCombinePass in 638/magick/xml-tree.bc is non-deterministic (new pass)
Pass 17SLPVectorizerPass in 638/magick/xml-tree.bc is non-deterministic (new pass)
Check determinism flag for 638/magick/matrix.bc
Change in hash for 638/magick/matrix.bc
Hash: e763ecb6736716de24ab6366558c336089a7f20e vs f0ee1650c8b56094ecacafd4e9d1da8ff54fb30d
Change in queries per pass for 638/magick/matrix.bc
Pass 0GVNPass in 638/magick/matrix.bc is non-deterministic (missing pass)
Pass 2GVNPass in 638/magick/matrix.bc is non-deterministic (missing pass)
Pass 4GVNPass in 638/magick/matrix.bc is non-deterministic (missing pass)
Pass 5GVNPass in 638/magick/matrix.bc is non-deterministic (missing pass)
Pass 6GVNPass in 638/magick/matrix.bc is non-deterministic (missing pass)
Pass 8GVNPass in 638/magick/matrix.bc is non-deterministic (missing pass)
Pass 12GVNPass in 638/magick/matrix.bc is non-deterministic (missing pass)
Pass 13GVNPass in 638/magick/matrix.bc is non-deterministic (missing pass)
Pass 15GVNPass in 638/magick/matrix.bc is non-deterministic (missing pass)
Pass 44SimpleLoopUnswitchPass in 638/magick/matrix.bc is non-deterministic (missing pass)
Pass 115LICMPass in 638/magick/matrix.bc is non-deterministic
NoAlias: 1 vs 0
MayAlias: 9 vs 1
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 117LICMPass in 638/magick/matrix.bc is non-deterministic (missing pass)
Pass 118LICMPass in 638/magick/matrix.bc is non-deterministic (missing pass)
Pass 46SimpleLoopUnswitchPass in 638/magick/matrix.bc is non-deterministic (missing pass)
Pass 123LICMPass in 638/magick/matrix.bc is non-deterministic (missing pass)
Pass 124LICMPass in 638/magick/matrix.bc is non-deterministic
NoAlias: 41 vs 0
MayAlias: 10 vs 8
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 49SimpleLoopUnswitchPass in 638/magick/matrix.bc is non-deterministic (missing pass)
Pass 125LICMPass in 638/magick/matrix.bc is non-deterministic
NoAlias: 16 vs 0
MayAlias: 7 vs 2
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 127LICMPass in 638/magick/matrix.bc is non-deterministic
NoAlias: 6 vs 6
MayAlias: 0 vs 9
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 128LICMPass in 638/magick/matrix.bc is non-deterministic
NoAlias: 11 vs 1
MayAlias: 0 vs 0
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 17GVNPass in 638/magick/matrix.bc is non-deterministic (missing pass)
Pass 17MemCpyOptPass in 638/magick/matrix.bc is non-deterministic
NoAlias: 6 vs 1
MayAlias: 6 vs 2
MustAlias: 2 vs 1
PartialAlias: 0 vs 0
Pass 17DSEPass in 638/magick/matrix.bc is non-deterministic
NoAlias: 15 vs 14
MayAlias: 1 vs 1
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 131LICMPass in 638/magick/matrix.bc is non-deterministic
NoAlias: 0 vs 1
MayAlias: 12 vs 0
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 132LICMPass in 638/magick/matrix.bc is non-deterministic
